Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,EngagementScore,RecentOrder,UnhappyCustomer,LoyaltyTier,CashbackPerOrder
18.0,14.0,3.0,Laptop & Accessory,4.0,Married,9.0,0.0,14.5,123.48,0.0,43.644,1,0,Loyal,30.87
7.0,14.0,4.0,Fashion,3.0,Divorced,2.0,0.0,8.0,241.91000000000005,0.0,76.273,1,0,Regular,48.38200000000001
29.0,15.0,5.0,Grocery,4.0,Married,3.0,1.0,1.0,260.77,0.0,88.931,1,1,VIP,43.461666666666666
12.0,17.0,4.0,Laptop & Accessory,2.0,Single,3.0,1.0,4.0,181.66,0.0,59.698,1,1,Regular,36.332
11.0,35.0,3.0,Laptop & Accessory,2.0,Divorced,4.0,0.0,7.0,162.61,0.0,53.283,1,0,Regular,40.6525
16.0,31.0,4.0,Fashion,5.0,Married,3.0,1.0,9.0,199.06,0.0,66.118,1,1,Loyal,39.812
6.0,22.0,4.0,Laptop & Accessory,1.0,Married,7.0,0.0,3.0,191.67,0.0,60.900999999999996,1,0,New,38.333999999999996
1.0,7.0,5.0,Mobile Phone,4.0,Single,3.0,1.0,3.0,145.7,0.0,46.00999999999999,1,1,New,24.28333333333333
1.0,24.0,4.0,Mobile Phone,3.0,Married,2.0,1.0,1.0,152.41,0.0,47.623,1,1,New,30.482
28.0,8.0,4.0,Others,5.0,Married,9.0,0.0,0.0,269.57500000000005,0.0,90.87250000000002,1,0,VIP,53.915000000000006
9.0,7.0,5.0,Fashion,5.0,Married,3.0,1.0,7.0,202.52,0.0,65.456,1,1,Regular,33.75333333333334
2.0,14.0,4.0,Mobile,1.0,Married,7.0,0.0,3.0,125.32,0.0,39.796,1,0,New,25.064
0.0,6.0,4.0,Mobile Phone,3.0,Single,1.0,1.0,2.0,137.3,0.0,42.790000000000006,1,1,,27.46
9.0,9.0,3.0,Mobile,4.0,Single,5.0,0.0,2.0,120.88,0.0,40.164,1,0,Regular,30.22
18.0,7.0,4.0,Laptop & Accessory,5.0,Married,7.0,1.0,4.0,179.54,0.0,60.861999999999995,1,1,Loyal,35.908
14.0,35.0,5.5,Fashion,5.0,Married,5.0,0.0,2.0,234.32,0.0,76.696,1,0,Loyal,36.04923076923077
0.0,15.0,3.0,Mobile,5.0,Single,2.0,0.0,2.0,127.28,0.0,39.384,1,0,,31.82
18.0,31.0,4.0,Laptop & Accessory,1.0,Married,1.0,0.0,8.0,159.06,0.0,54.717999999999996,1,0,Loyal,31.812
2.0,25.0,3.0,Laptop & Accessory,1.0,Married,5.0,0.0,2.0,142.62,0.0,44.586000000000006,1,0,New,35.655
1.0,23.0,5.5,Mobile Phone,5.0,Single,3.0,1.0,8.0,164.19,0.0,51.757,1,1,New,25.259999999999998
29.0,7.0,4.0,Fashion,1.0,Married,5.0,0.0,3.0,227.39,0.0,78.517,1,0,VIP,45.477999999999994
8.0,8.0,3.0,Laptop & Accessory,1.0,Married,3.0,0.0,7.0,157.62,0.0,50.886,1,0,Regular,39.405
27.0,7.0,5.0,Grocery,3.0,Married,6.0,1.0,3.0,254.65,0.0,86.49499999999999,1,1,VIP,42.44166666666667
24.0,7.0,4.0,Grocery,2.0,Married,11.0,0.0,4.0,269.57500000000005,0.0,89.67250000000001,1,0,Loyal,53.915000000000006
6.0,31.0,4.0,Laptop & Accessory,1.0,Married,3.0,0.0,8.0,178.09,0.0,56.827,1,0,New,35.618
1.0,16.0,4.0,Mobile Phone,5.0,Single,3.0,0.0,3.0,152.28,0.0,47.583999999999996,1,0,New,30.456
27.0,13.0,4.0,Laptop & Accessory,2.0,Single,4.0,0.0,3.0,149.5,0.0,54.550000000000004,1,0,VIP,29.9
1.0,33.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,3.0,154.04,0.0,48.111999999999995,1,0,New,30.808
0.0,14.0,3.0,Mobile,4.0,Single,2.0,1.0,0.0,124.72,0.0,38.616,1,1,,31.18
9.0,6.0,3.0,Mobile,3.0,Married,8.0,0.0,2.0,122.32,0.0,40.596000000000004,1,0,Regular,30.58
5.0,7.0,5.5,Laptop & Accessory,3.0,Married,2.0,0.0,5.0,168.45,0.0,54.235,1,0,New,25.915384615384614
1.0,25.0,2.0,Mobile Phone,5.0,Married,2.0,0.0,1.0,154.56,0.0,47.467999999999996,1,0,New,51.52
15.0,29.0,4.0,Laptop & Accessory,1.0,Married,5.0,1.0,4.0,179.67,0.0,60.001,1,1,Loyal,35.934
1.0,7.0,5.5,Mobile Phone,3.0,Single,3.0,0.0,1.0,138.59,0.0,44.077,1,0,New,21.321538461538463
8.0,27.0,2.0,Mobile Phone,3.0,Divorced,2.0,0.0,1.0,150.85,0.0,48.45499999999999,1,0,Regular,50.28333333333333
7.0,27.0,2.0,Laptop & Accessory,2.0,Single,2.0,0.0,7.0,153.37,0.0,48.911,1,0,Regular,51.123333333333335
7.0,10.0,3.0,Fashion,1.0,Married,3.0,1.0,0.0,197.13,0.0,62.439,1,1,Regular,49.2825
14.0,7.0,4.0,Laptop & Accessory,3.0,Married,9.0,0.0,2.0,192.28,0.0,63.484,1,0,Loyal,38.456
1.0,26.0,5.0,Mobile Phone,4.0,Married,3.0,1.0,1.0,149.13,0.0,47.038999999999994,1,1,New,24.855
10.0,22.0,4.0,Laptop & Accessory,3.0,Married,5.0,0.0,0.0,163.34,0.0,53.602000000000004,1,0,Regular,32.668
15.0,8.0,1.5,Laptop & Accessory,5.0,Divorced,8.0,0.0,3.0,162.72,0.0,53.916,1,0,Loyal,65.088
11.0,32.0,4.0,Laptop & Accessory,3.0,Married,5.0,1.0,8.0,169.49,0.0,55.747,1,1,Regular,33.898
9.0,6.0,3.0,Laptop & Accessory,4.0,Married,1.0,0.0,5.0,152.28,0.0,49.584,1,0,Regular,38.07
9.0,31.0,4.0,Mobile,4.0,Single,5.0,1.0,2.0,123.13,0.0,41.239000000000004,1,1,Regular,24.625999999999998
9.0,8.0,3.0,Mobile,4.0,Married,2.0,0.0,2.0,122.26,0.0,40.578,1,0,Regular,30.565
23.0,15.0,5.0,Grocery,4.0,Divorced,8.0,0.0,4.0,256.2,0.0,85.76,1,0,Loyal,42.699999999999996
0.0,8.0,4.0,Laptop & Accessory,4.0,Single,8.0,1.0,2.0,199.07,0.0,61.321,1,1,,39.814
1.0,13.0,4.0,Mobile Phone,5.0,Married,6.0,1.0,3.0,145.73,0.0,45.61899999999999,1,1,New,29.145999999999997
7.0,14.0,3.0,Laptop & Accessory,3.0,Single,4.0,0.0,3.0,161.42,0.0,51.726,1,0,Regular,40.355
12.0,9.0,5.0,Laptop & Accessory,1.0,Married,5.0,0.0,6.0,177.49,0.0,58.847,1,0,Regular,29.581666666666667
1.0,11.0,4.0,Laptop & Accessory,3.0,Divorced,3.0,1.0,4.0,166.62,0.0,51.885999999999996,1,1,New,33.324
7.0,6.0,4.0,Fashion,5.0,Divorced,10.0,0.0,6.0,204.82,0.0,65.146,1,0,Regular,40.964
0.0,34.0,3.0,Laptop & Accessory,4.0,Divorced,2.0,0.0,4.0,162.72,0.0,50.016,1,0,,40.68
2.0,33.0,3.0,Laptop & Accessory,3.0,Divorced,5.0,0.0,1.0,143.35,0.0,44.805,1,0,New,35.8375
7.0,15.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,3.0,157.14,0.0,50.442,1,0,Regular,39.285
7.0,8.0,4.0,Mobile Phone,5.0,Single,2.0,0.0,3.0,143.81,0.0,46.843,1,0,Regular,28.762
18.0,31.0,4.0,Laptop & Accessory,1.0,Married,1.0,0.0,8.0,159.06,0.0,54.717999999999996,1,0,Loyal,31.812
9.0,34.0,4.0,Laptop & Accessory,3.0,Married,4.0,0.0,8.0,193.83,0.0,62.449000000000005,1,0,Regular,38.766000000000005
20.0,7.0,3.0,Fashion,4.0,Married,1.0,0.0,3.0,219.57,0.0,73.071,1,0,Loyal,54.8925
9.0,9.0,4.0,Mobile,2.0,Single,1.0,0.0,1.0,120.45,0.0,40.435,1,0,Regular,24.09
8.0,17.0,4.0,Mobile Phone,3.0,Single,3.0,1.0,3.0,154.36,0.0,50.308,1,1,Regular,30.872000000000003
12.0,30.0,4.0,Grocery,1.0,Married,1.0,0.0,3.0,220.31,0.0,71.29299999999999,1,0,Regular,44.062
5.0,19.0,4.0,Laptop & Accessory,1.0,Married,2.0,1.0,6.0,183.55,0.0,58.165000000000006,1,1,New,36.71
14.0,9.0,4.0,Laptop & Accessory,4.0,Married,9.0,0.0,4.0,182.15,0.0,60.44500000000001,1,0,Loyal,36.43
9.0,16.0,5.0,Fashion,3.0,Married,3.0,1.0,14.5,231.85,0.0,74.255,1,1,Regular,38.641666666666666
9.0,10.0,5.0,Mobile Phone,3.0,Divorced,3.0,0.0,1.0,137.81,0.0,46.043,1,0,Regular,22.968333333333334
19.0,8.0,5.0,Grocery,4.0,Married,4.0,1.0,7.0,268.72,0.0,88.316,1,1,Loyal,44.78666666666667
28.0,8.0,5.0,Others,3.0,Divorced,5.0,0.0,11.0,269.57500000000005,0.0,91.27250000000002,1,0,VIP,44.929166666666674
4.0,8.0,4.0,Mobile Phone,4.0,Married,2.0,1.0,8.0,160.79,0.0,51.037,1,1,New,32.158
1.0,12.0,4.0,Mobile Phone,1.0,Single,3.0,0.0,3.0,156.17,0.0,48.75099999999999,1,0,New,31.233999999999998
28.0,24.0,4.0,Fashion,3.0,Divorced,10.0,0.0,9.0,232.39,0.0,79.717,1,0,VIP,46.477999999999994
10.0,16.0,3.0,Laptop & Accessory,4.0,Single,3.0,1.0,1.0,141.97,0.0,46.791000000000004,1,1,Regular,35.4925
14.0,9.0,5.0,Mobile Phone,3.0,Single,4.0,0.0,3.0,153.09,0.0,52.127,1,0,Loyal,25.515
14.0,18.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,5.0,188.23,0.0,62.269,1,0,Loyal,37.646
7.0,16.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,7.0,150.63,0.0,48.889,1,0,Regular,30.125999999999998
0.0,9.0,3.0,Laptop & Accessory,3.0,Single,10.0,0.0,0.0,145.77,0.0,44.931000000000004,1,0,,36.4425
15.0,18.0,3.0,Laptop & Accessory,1.0,Married,4.0,1.0,0.0,150.87,0.0,50.961000000000006,1,1,Loyal,37.7175
20.0,29.0,3.0,Fashion,2.0,Divorced,2.0,0.0,6.0,203.12,0.0,68.136,1,0,Loyal,50.78
11.0,16.0,5.0,Fashion,3.0,Married,4.0,0.0,11.0,232.06,0.0,74.91799999999999,1,0,Regular,38.67666666666667
0.0,14.0,3.0,Mobile,2.0,Single,2.0,0.0,2.0,126.1,0.0,39.03,1,0,,31.525
14.0,9.0,4.0,Others,3.0,Divorced,2.0,0.0,13.0,269.57500000000005,0.0,86.67250000000001,1,0,Loyal,53.915000000000006
19.0,20.0,2.0,Grocery,3.0,Single,8.0,1.0,9.0,261.95,0.0,85.085,1,1,Loyal,87.31666666666666
0.0,10.0,3.0,Mobile Phone,2.0,Divorced,2.0,1.0,6.0,136.91,0.0,42.273,1,1,,34.2275
0.0,14.0,1.5,Mobile,2.0,Divorced,9.0,0.0,0.0,125.34,0.0,38.202,1,0,,50.136
1.0,7.0,5.0,Laptop & Accessory,1.0,Married,8.0,0.0,3.0,172.75,0.0,54.12499999999999,1,0,New,28.791666666666668
1.0,8.0,4.0,Mobile Phone,1.0,Single,3.0,0.0,1.0,141.11,0.0,44.233000000000004,1,0,New,28.222
11.0,29.0,4.0,Fashion,3.0,Single,1.0,0.0,8.0,195.26,0.0,63.477999999999994,1,0,Regular,39.052
8.0,8.0,4.0,Mobile Phone,4.0,Married,3.0,1.0,4.0,148.42,0.0,48.525999999999996,1,1,Regular,29.683999999999997
1.0,22.0,4.0,Laptop & Accessory,3.0,Married,9.0,0.0,1.0,173.34,0.0,53.902,1,0,New,34.668
25.0,34.0,1.5,Grocery,3.0,Divorced,3.0,1.0,2.0,232.47000000000003,0.0,77.841,1,1,VIP,92.98800000000001
1.0,17.0,5.0,Laptop & Accessory,2.0,Divorced,3.0,1.0,5.0,182.69,0.0,57.10699999999999,1,1,New,30.448333333333334
8.0,31.0,3.0,Fashion,3.0,Married,2.0,1.0,1.0,203.88,0.0,64.764,1,1,Regular,50.97
20.0,7.0,4.0,Others,1.0,Married,11.0,0.0,3.0,269.57500000000005,0.0,88.47250000000001,1,0,Loyal,53.915000000000006
6.0,19.0,4.0,Grocery,5.0,Single,2.0,1.0,14.5,262.58,0.0,82.17399999999998,1,1,New,52.516
1.0,33.0,4.0,Laptop & Accessory,1.0,Single,3.0,0.0,5.0,186.8,0.0,57.94,1,0,New,37.36
1.0,9.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,3.0,152.83,0.0,47.749,1,0,New,30.566000000000003
7.0,6.0,4.0,Mobile,4.0,Divorced,6.0,0.0,2.0,132.94,0.0,43.582,1,0,Regular,26.588
1.0,10.0,4.0,Mobile Phone,5.0,Single,7.0,1.0,5.0,151.57,0.0,47.370999999999995,1,1,New,30.314
3.0,18.0,3.0,Laptop & Accessory,3.0,Single,1.0,0.0,4.0,165.77,0.0,51.831,1,0,New,41.4425
9.0,34.0,5.0,Mobile Phone,5.0,Single,3.0,0.0,2.0,150.59,0.0,49.877,1,0,Regular,25.098333333333333
3.0,30.0,1.5,Grocery,4.0,Single,5.0,1.0,0.0,231.94,0.0,71.082,1,1,New,92.776
16.0,13.0,4.0,Fashion,5.0,Married,11.0,0.0,8.0,258.48,0.0,83.94399999999999,1,0,Loyal,51.696000000000005
1.0,11.0,4.0,Mobile Phone,4.0,Single,3.0,0.0,3.0,157.95,0.0,49.285,1,0,New,31.589999999999996
3.0,7.0,3.0,Mobile Phone,4.0,Married,2.0,0.0,7.0,137.48,0.0,43.343999999999994,1,0,New,34.37
10.0,22.0,5.5,Laptop & Accessory,1.0,Married,3.0,0.0,12.0,179.06,0.0,58.918,1,0,Regular,27.54769230769231
14.0,9.0,4.0,Others,3.0,Married,2.0,0.0,10.0,269.57500000000005,0.0,86.67250000000001,1,0,Loyal,53.915000000000006
22.0,14.0,4.0,Grocery,4.0,Divorced,7.0,0.0,3.0,231.2,0.0,77.55999999999999,1,0,Loyal,46.239999999999995
13.0,18.0,3.0,Laptop & Accessory,5.0,Married,3.0,0.0,7.0,144.48,0.0,48.443999999999996,1,0,Loyal,36.12
8.0,15.0,4.0,Laptop & Accessory,5.0,Married,5.0,0.0,1.0,176.21,0.0,56.863,1,0,Regular,35.242000000000004
11.0,16.0,5.0,Laptop & Accessory,4.0,Married,3.0,0.0,4.0,166.89,0.0,55.36699999999999,1,0,Regular,27.814999999999998
9.0,14.0,3.0,Mobile,3.0,Single,2.0,0.0,0.0,119.04,0.0,39.61200000000001,1,0,Regular,29.76
16.0,12.0,4.0,Fashion,4.0,Single,11.0,1.0,3.0,209.46,0.0,69.238,1,1,Loyal,41.892
8.0,8.0,4.0,Mobile Phone,1.0,Single,1.0,1.0,4.0,149.3,0.0,48.79,1,1,Regular,29.860000000000003
8.0,6.0,4.0,Laptop & Accessory,2.0,Divorced,1.0,0.0,0.0,153.63,0.0,50.089,1,0,Regular,30.726
30.0,35.0,4.0,Grocery,1.0,Married,4.0,0.0,0.0,241.18,0.0,82.954,1,0,VIP,48.236000000000004
1.0,10.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,1.0,145.61,0.0,45.583,1,0,New,29.122000000000003
15.0,16.0,4.0,Others,3.0,Married,4.0,0.0,12.0,269.57500000000005,0.0,86.97250000000001,1,0,Loyal,53.915000000000006
8.0,22.0,4.0,Grocery,5.0,Married,9.0,0.0,10.0,269.57500000000005,0.0,84.87250000000002,1,0,Regular,53.915000000000006
3.0,14.0,1.5,Fashion,5.0,Divorced,1.0,1.0,3.0,214.16000000000005,0.0,65.74800000000002,1,1,New,85.66400000000002
24.0,8.0,5.0,Laptop & Accessory,4.0,Married,6.0,0.0,2.0,154.82,0.0,55.646,1,0,Loyal,25.80333333333333
8.0,12.0,3.0,Mobile,3.0,Married,1.0,1.0,2.0,135.06,0.0,44.118,1,1,Regular,33.765
9.0,9.0,3.0,Mobile,1.0,Married,2.0,0.0,0.0,120.61,0.0,40.083000000000006,1,0,Regular,30.1525
9.0,9.0,4.0,Mobile,2.0,Divorced,4.0,0.0,0.0,121.77,0.0,40.831,1,0,Regular,24.354
7.0,28.0,4.0,Laptop & Accessory,1.0,Married,2.0,1.0,11.0,157.47,0.0,50.941,1,1,Regular,31.494
13.0,8.0,3.0,Laptop & Accessory,4.0,Divorced,6.0,0.0,0.0,143.27,0.0,48.081,1,0,Loyal,35.8175
14.0,8.0,4.0,Laptop & Accessory,3.0,Single,3.0,1.0,7.0,168.11,0.0,56.233000000000004,1,1,Loyal,33.622
19.0,13.0,5.0,Fashion,2.0,Single,8.0,0.0,3.0,213.65,0.0,71.795,1,0,Loyal,35.608333333333334
1.0,16.0,4.0,Mobile Phone,4.0,Single,3.0,0.0,4.0,147.79,0.0,46.236999999999995,1,0,New,29.558
4.0,9.0,5.0,Laptop & Accessory,2.0,Single,7.0,1.0,1.0,193.77,0.0,61.331,1,1,New,32.295
10.0,19.0,5.0,Fashion,2.0,Single,2.0,0.0,3.0,213.58,0.0,69.074,1,0,Regular,35.59666666666667
1.0,7.0,4.0,Fashion,5.0,Married,3.0,0.0,8.0,199.12,0.0,61.635999999999996,1,0,New,39.824
9.0,23.0,4.0,Fashion,4.0,Divorced,2.0,0.0,10.0,205.2,0.0,65.86,1,0,Regular,41.04
12.0,7.0,4.0,Fashion,3.0,Single,6.0,1.0,1.0,203.61,0.0,66.283,1,1,Regular,40.722
20.0,9.0,5.5,Grocery,4.0,Married,5.0,1.0,8.0,269.57500000000005,0.0,89.07250000000002,1,1,Loyal,41.47307692307693
1.0,23.0,5.5,Mobile Phone,5.0,Married,3.0,1.0,1.0,148.07,0.0,46.921,1,1,New,22.779999999999998
1.0,23.0,4.0,Fashion,5.0,Single,4.0,1.0,3.0,210.64,0.0,65.09199999999998,1,1,New,42.128
1.0,15.0,4.0,Laptop & Accessory,1.0,Married,2.0,0.0,2.0,168.42,0.0,52.425999999999995,1,0,New,33.684
24.0,12.0,3.0,Others,3.0,Single,8.0,0.0,14.5,269.57500000000005,0.0,89.27250000000002,1,0,Loyal,67.39375000000001
17.0,6.0,4.0,Laptop & Accessory,3.0,Single,5.0,0.0,2.0,159.85,0.0,54.655,1,0,Loyal,31.97
20.0,17.0,5.0,Fashion,2.0,Divorced,4.0,1.0,3.0,215.71,0.0,72.713,1,1,Loyal,35.95166666666667
2.0,33.0,5.0,Laptop & Accessory,5.0,Divorced,3.0,0.0,5.0,172.24,0.0,54.272000000000006,1,0,New,28.706666666666667
9.0,12.0,1.5,Mobile Phone,5.0,Divorced,2.0,1.0,0.0,116.01,0.0,38.103,1,1,Regular,46.404
12.0,14.0,2.0,Mobile Phone,3.0,Married,3.0,0.0,4.0,151.1,0.0,49.73,1,0,Regular,50.36666666666667
9.0,6.0,3.0,Mobile,3.0,Single,1.0,0.0,5.0,120.58,0.0,40.074000000000005,1,0,Regular,30.145
0.0,6.0,4.0,Laptop & Accessory,1.0,Married,7.0,0.0,2.0,147.75,0.0,45.925,1,0,,29.55
6.0,11.0,5.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,9.0,186.62,0.0,59.785999999999994,1,0,New,31.103333333333335
1.0,7.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,8.0,177.96,0.0,55.288,1,0,New,35.592
6.0,8.0,3.0,Mobile Phone,3.0,Divorced,2.0,0.0,4.0,136.0,0.0,43.8,1,0,New,34.0
19.0,6.0,4.0,Fashion,5.0,Married,3.0,1.0,5.0,206.73,0.0,69.31899999999999,1,1,Loyal,41.346
5.0,19.0,3.0,Laptop & Accessory,2.0,Married,3.0,0.0,3.0,144.03,0.0,45.909,1,0,New,36.0075
4.0,16.0,3.0,Fashion,3.0,Married,5.0,0.0,3.0,210.31,0.0,65.493,1,0,New,52.5775
1.0,23.0,4.0,Fashion,5.0,Single,4.0,1.0,3.0,210.64,0.0,65.09199999999998,1,1,New,42.128
5.0,15.0,3.0,Laptop & Accessory,2.0,Divorced,2.0,1.0,5.0,163.22,0.0,51.666000000000004,1,1,New,40.805
1.0,31.0,5.5,Mobile Phone,1.0,Single,3.0,1.0,1.0,136.18,0.0,43.354,1,1,New,20.950769230769232
0.0,21.0,4.0,Mobile Phone,5.0,Married,1.0,0.0,3.0,147.74,0.0,45.922000000000004,1,0,,29.548000000000002
20.0,9.0,4.0,Laptop & Accessory,1.0,Married,4.0,0.0,5.0,198.79,0.0,67.237,1,0,Loyal,39.757999999999996
11.0,6.0,2.0,Laptop & Accessory,2.0,Single,1.0,0.0,8.0,176.25,0.0,56.974999999999994,1,0,Regular,58.75
16.0,9.0,5.0,Mobile Phone,4.0,Married,6.0,0.0,1.0,173.41,0.0,58.82299999999999,1,0,Loyal,28.901666666666667
2.0,9.0,3.0,Mobile Phone,5.0,Single,2.0,1.0,5.0,147.23,0.0,45.969,1,1,New,36.8075
18.0,12.0,4.0,Fashion,2.0,Single,7.0,0.0,8.0,188.65,0.0,63.595,1,0,Loyal,37.730000000000004
3.0,17.0,4.0,Mobile Phone,4.0,Married,2.0,0.0,2.0,157.91,0.0,49.873,1,0,New,31.582
1.0,10.0,4.0,Mobile Phone,5.0,Single,3.0,1.0,8.0,158.48,0.0,49.443999999999996,1,1,New,31.695999999999998
0.0,27.0,1.5,Mobile,1.0,Single,2.0,0.0,2.0,126.78,0.0,38.634,1,0,,50.712
8.0,32.0,3.0,Laptop & Accessory,5.0,Married,3.0,0.0,0.0,142.86,0.0,46.458000000000006,1,0,Regular,35.715
9.0,6.0,3.0,Mobile,4.0,Single,2.0,1.0,2.0,123.02,0.0,40.806000000000004,1,1,Regular,30.755
11.0,17.0,4.0,Mobile Phone,5.0,Married,8.0,0.0,4.0,159.52,0.0,52.756,1,0,Regular,31.904000000000003
18.0,10.0,4.0,Others,2.0,Divorced,6.0,1.0,2.0,269.57500000000005,0.0,87.87250000000002,1,1,Loyal,53.915000000000006
19.0,13.0,5.0,Fashion,1.0,Single,8.0,0.0,3.0,213.65,0.0,71.795,1,0,Loyal,35.608333333333334
25.0,12.0,3.0,Laptop & Accessory,5.0,Married,4.0,1.0,9.0,155.77,0.0,55.431000000000004,1,1,VIP,38.9425
0.0,15.0,3.0,Mobile Phone,1.0,Single,2.0,0.0,0.0,110.81,0.0,34.443000000000005,1,0,,27.7025
29.0,7.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,9.0,163.06,0.0,58.818,1,0,VIP,40.765
11.0,10.0,3.0,Mobile,3.0,Married,8.0,0.0,0.0,133.06,0.0,44.418,1,0,Regular,33.265
1.0,14.0,5.0,Fashion,2.0,Married,11.0,0.0,2.0,240.57,0.0,74.47099999999999,1,0,New,40.095
12.0,15.0,3.0,Laptop & Accessory,4.0,Single,12.0,0.0,3.0,167.82,0.0,55.146,1,0,Regular,41.955
4.0,6.0,3.0,Laptop & Accessory,2.0,Single,9.0,1.0,5.0,159.93,0.0,50.379000000000005,1,1,New,39.9825
25.0,8.0,4.0,Others,3.0,Single,2.0,1.0,12.0,269.57500000000005,0.0,89.97250000000001,1,1,VIP,53.915000000000006
0.0,14.0,3.0,Mobile,1.0,Single,2.0,0.0,2.0,126.1,0.0,39.03,1,0,,31.525
8.0,27.0,3.0,Laptop & Accessory,1.0,Married,2.0,1.0,7.0,140.14,0.0,45.641999999999996,1,1,Regular,35.035
6.0,10.0,4.0,Fashion,2.0,Single,5.0,0.0,8.0,236.59,0.0,74.377,1,0,New,47.318
22.0,9.0,2.0,Mobile Phone,4.0,Single,7.0,0.0,1.0,150.59,0.0,52.577,1,0,Loyal,50.196666666666665
17.0,14.0,3.0,Mobile,5.0,Married,2.0,1.0,1.0,125.59,0.0,43.977000000000004,1,1,Loyal,31.3975
11.0,14.0,4.0,Mobile,4.0,Married,5.0,0.0,5.0,124.68,0.0,42.304,1,0,Regular,24.936
4.0,23.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,9.0,153.62,0.0,48.886,1,0,New,30.724
8.0,7.0,5.0,Mobile Phone,4.0,Divorced,7.0,0.0,3.0,157.94,0.0,51.782,1,0,Regular,26.323333333333334
13.0,8.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,8.0,146.61,0.0,49.083000000000006,1,0,Loyal,36.6525
11.0,17.0,4.0,Mobile Phone,4.0,Married,3.0,0.0,8.0,164.36,0.0,54.208,1,0,Regular,32.872
4.0,14.0,3.0,Fashion,1.0,Married,2.0,0.0,9.0,207.93,0.0,64.779,1,0,New,51.9825
13.0,9.0,2.0,Fashion,3.0,Single,2.0,0.0,8.0,203.8,0.0,65.84,1,0,Loyal,67.93333333333334
19.0,10.0,4.0,Others,4.0,Married,3.0,0.0,8.0,269.57500000000005,0.0,88.17250000000001,1,0,Loyal,53.915000000000006
10.0,20.0,3.0,Mobile,5.0,Married,2.0,0.0,14.5,130.34,0.0,43.302,1,0,Regular,32.585
12.0,16.0,3.0,Fashion,3.0,Single,8.0,0.0,2.0,234.64,0.0,75.192,1,0,Regular,58.66
5.0,27.0,4.0,Mobile Phone,4.0,Single,3.0,1.0,3.0,156.4,0.0,50.02,1,1,New,31.28
16.0,31.0,4.0,Fashion,1.0,Married,6.0,0.0,0.0,207.98,0.0,68.794,1,0,Loyal,41.596
6.0,9.0,4.0,Laptop & Accessory,4.0,Married,2.0,0.0,7.0,179.7,0.0,57.309999999999995,1,0,New,35.94
9.0,16.0,4.0,Laptop & Accessory,3.0,Married,2.0,1.0,7.0,156.73,0.0,51.319,1,1,Regular,31.345999999999997
12.0,13.0,4.0,Others,1.0,Married,2.0,0.0,3.0,269.57500000000005,0.0,86.0725,1,0,Regular,53.915000000000006
4.0,36.0,4.0,Laptop & Accessory,5.0,Married,10.0,0.0,4.0,166.15,0.0,52.645,1,0,New,33.230000000000004
11.0,14.0,4.0,Laptop & Accessory,5.0,Married,7.0,1.0,5.0,167.84,0.0,55.251999999999995,1,1,Regular,33.568
8.0,15.0,4.0,Laptop & Accessory,5.0,Divorced,7.0,0.0,3.0,190.0,0.0,61.0,1,0,Regular,38.0
5.0,14.0,1.5,Laptop & Accessory,3.0,Married,6.0,0.0,3.0,151.75,0.0,47.625,1,0,New,60.7
1.0,17.0,5.0,Mobile Phone,3.0,Single,3.0,0.0,1.0,137.0,0.0,43.4,1,0,New,22.833333333333332
14.0,16.0,5.0,Laptop & Accessory,4.0,Single,2.0,0.0,9.0,161.51,0.0,54.653,1,0,Loyal,26.918333333333333
19.0,8.0,3.0,Grocery,5.0,Divorced,9.0,0.0,9.0,269.57500000000005,0.0,87.77250000000002,1,0,Loyal,67.39375000000001
11.0,17.0,2.0,Fashion,1.0,Married,3.0,1.0,9.0,262.44,0.0,82.832,1,1,Regular,87.48
25.0,33.0,4.0,Grocery,3.0,Married,4.0,0.0,14.5,269.57500000000005,0.0,89.97250000000001,1,0,VIP,53.915000000000006
14.0,18.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,5.0,188.23,0.0,62.269,1,0,Loyal,37.646
24.0,11.0,3.0,Grocery,4.0,Married,2.0,1.0,10.0,240.26,0.0,80.478,1,1,Loyal,60.065
13.0,8.0,3.0,Others,3.0,Divorced,1.0,0.0,12.0,269.57500000000005,0.0,85.97250000000003,1,0,Loyal,67.39375000000001
2.0,16.0,3.0,Mobile,4.0,Married,1.0,0.0,1.0,132.91,0.0,41.673,1,0,New,33.2275
2.0,33.0,5.0,Laptop & Accessory,5.0,Married,3.0,0.0,5.0,172.24,0.0,54.272000000000006,1,0,New,28.706666666666667
